datatime,Tsurf
6/2/23 1:04,15.95123934
6/2/23 1:09,16.11871763
6/2/23 1:14,16.13864345
6/2/23 1:19,15.92150262
6/2/23 1:24,15.88771032
6/2/23 1:29,15.95126059
6/2/23 1:34,16.08851919
6/2/23 1:39,16.20521633
6/2/23 1:44,16.35450301
6/2/23 1:49,16.41550876
6/2/23 1:54,16.25270918
6/2/23 1:59,16.30595073
6/2/23 2:04,16.41082707
6/2/23 2:09,16.46241925
6/2/23 2:14,16.48003534
6/2/23 2:19,16.50322419
6/2/23 2:24,16.45343461
6/2/23 2:29,16.4827562
6/2/23 2:34,16.53567659
6/2/23 2:39,16.55477898
6/2/23 2:44,16.58027358
6/2/23 2:49,16.64329502
6/2/23 2:54,16.62731219
6/2/23 2:59,16.52228331
6/2/23 3:04,16.52340737
6/2/23 3:09,16.55628693
6/2/23 3:14,16.61162588
6/2/23 3:19,16.59679563
6/2/23 3:24,16.63936592
6/2/23 3:29,16.74231464
6/2/23 3:34,16.82319143
6/2/23 3:39,16.93539169
6/2/23 3:44,17.01646954
6/2/23 3:49,17.05442672
6/2/23 3:54,17.02042255
6/2/23 3:59,16.96733307
6/2/23 4:04,16.97230833
6/2/23 4:09,16.93858753
6/2/23 4:14,16.98227866
6/2/23 4:19,17.00549578
6/2/23 4:24,16.92015782
6/2/23 4:29,16.94293459
6/2/23 4:34,16.95838464
6/2/23 4:39,16.91314868
6/2/23 4:44,16.90877618
6/2/23 4:49,16.85366679
6/2/23 4:54,16.86365051
6/2/23 4:59,16.87838946
6/2/23 5:04,16.8715233
6/2/23 5:09,16.77497484
6/2/23 5:14,16.76207102
6/2/23 5:19,16.75600732
6/2/23 5:24,16.79540082
6/2/23 5:29,16.66917999
6/2/23 5:34,16.62428082
6/2/23 5:39,16.61290855
6/2/23 5:44,16.58186259
6/2/23 5:49,16.59681288
6/2/23 5:54,16.58784546
6/2/23 5:59,16.5808849
6/2/23 6:04,16.60867492
6/2/23 6:09,16.55874598
6/2/23 6:14,16.57084716
6/2/23 6:19,16.56933055
6/2/23 6:24,16.5555692
6/2/23 6:29,16.54967936
6/2/23 6:34,16.44685077
6/2/23 6:39,15.79303462
6/2/23 6:44,15.87504445
6/2/23 6:49,15.79668656
6/2/23 6:54,15.50542284
6/2/23 6:59,15.44397764
6/2/23 7:04,15.42179091
6/2/23 7:09,15.57702582
6/2/23 7:14,15.74006994
6/2/23 7:19,15.70950287
6/2/23 7:24,14.80464412
6/2/23 7:29,14.67223093
6/2/23 7:34,14.27974319
6/2/23 7:39,14.45582033
6/2/23 7:44,13.27500283
6/2/23 7:49,12.92324093
6/2/23 7:54,13.0414341
6/2/23 7:59,12.99651918
6/2/23 8:04,13.29562817
6/2/23 8:09,13.47063956
6/2/23 8:14,13.64746811
6/2/23 8:19,13.8053673
6/2/23 8:24,14.33123362
6/2/23 8:29,14.90404603
6/2/23 8:34,14.9023095
6/2/23 8:39,14.66426905
6/2/23 8:44,14.8993337
6/2/23 8:49,15.39171468
6/2/23 8:54,15.36575497
6/2/23 8:59,15.27264506
6/2/23 9:04,15.34032436
6/2/23 9:09,15.51557538
6/2/23 9:14,16.12228092
6/2/23 9:19,16.14585631
6/2/23 9:24,16.27038641
6/2/23 9:29,16.53279539
6/2/23 9:34,16.93334916
6/2/23 9:39,17.22247124
6/2/23 9:44,17.34461947
6/2/23 9:49,17.40662836
6/2/23 9:54,17.68223546
6/2/23 9:59,17.9095139
6/2/23 10:04,18.00218302
6/2/23 10:09,18.0956837
6/2/23 10:14,18.18967558
6/2/23 10:19,17.97568271
6/2/23 10:24,17.74591956
6/2/23 10:29,18.03542077
6/2/23 10:34,18.18879096
6/2/23 10:39,18.17984793
6/2/23 10:44,18.21277427
6/2/23 10:49,18.19877081
6/2/23 10:54,18.15758152
6/2/23 10:59,18.16765042
6/2/23 11:04,18.21742967
6/2/23 11:09,18.32183454
6/2/23 11:14,18.41312161
6/2/23 11:19,18.54282441
6/2/23 11:24,18.65901534
6/2/23 11:29,18.79534129
6/2/23 11:34,18.88418073
6/2/23 11:39,18.93640352
6/2/23 11:44,19.0241634
6/2/23 11:49,19.11901015
6/2/23 11:54,19.13042277
6/2/23 11:59,19.1675954
6/2/23 12:04,19.21424512
6/2/23 12:09,19.3411728
6/2/23 12:14,19.43468807
6/2/23 12:19,19.51773778
6/2/23 12:24,19.59897954
6/2/23 12:29,19.66522084
6/2/23 12:34,19.66739243
6/2/23 12:39,19.67759789
6/2/23 12:44,19.85581496
6/2/23 12:49,19.7591335
6/2/23 12:54,19.62387242
6/2/23 12:59,19.58837013
6/2/23 13:04,19.51228323
6/2/23 13:09,19.49303132
6/2/23 13:14,19.49362966
6/2/23 13:19,19.48635867
6/2/23 13:24,19.5227206
6/2/23 13:29,19.58769959
6/2/23 13:34,19.59535883
6/2/23 13:39,19.57597448
6/2/23 13:44,19.47536264
6/2/23 13:49,19.53288857
6/2/23 13:54,19.5815581
6/2/23 13:59,19.62180793
6/2/23 14:04,19.70217017
6/2/23 14:09,19.77373491
6/2/23 14:14,19.79709816
6/2/23 14:19,19.81538499
6/2/23 14:24,19.83847855
6/2/23 14:29,19.8545107
6/2/23 14:34,19.86066073
6/2/23 14:39,19.85749165
6/2/23 14:44,19.87963159
6/2/23 14:49,19.90810207
6/2/23 14:54,19.96235965
6/2/23 14:59,20.03710074
6/2/23 15:04,20.01650319
6/2/23 15:09,20.01778021
6/2/23 15:14,20.04635352
6/2/23 15:19,20.07654373
6/2/23 15:24,20.10522148
6/2/23 15:29,20.05546251
6/2/23 15:34,19.9658866
6/2/23 15:39,19.98631394
6/2/23 15:44,20.03883232
6/2/23 15:49,20.0023724
6/2/23 15:54,20.01573137
6/2/23 15:59,20.0705085
6/2/23 16:04,20.16236405
6/2/23 16:09,20.17014031
6/2/23 16:14,20.18094754
6/2/23 16:19,20.18310403
6/2/23 16:24,20.16987103
6/2/23 16:29,20.24180133
6/2/23 16:34,20.23793383
6/2/23 16:39,20.31468168
6/2/23 16:44,20.3491382
6/2/23 16:49,20.31270417
6/2/23 16:54,20.29819071
6/2/23 16:59,20.34018333
6/2/23 17:04,20.37757777
6/2/23 17:09,20.41789989
6/2/23 17:14,20.40641129
6/2/23 17:19,20.32943261
6/2/23 17:24,20.25165642
6/2/23 17:29,20.21497306
6/2/23 17:34,20.17410736
6/2/23 17:39,20.19770417
6/2/23 17:44,20.16500862
6/2/23 17:49,20.15727119
6/2/23 17:54,20.12219412
6/2/23 17:59,20.0664979
6/2/23 18:04,20.08619156
6/2/23 18:09,20.07493424
6/2/23 18:14,20.05576528
6/2/23 18:19,20.03939464
6/2/23 18:24,20.07845263
6/2/23 18:29,20.08538198
6/2/23 18:34,20.05404608
6/2/23 18:39,20.02893525
6/2/23 18:44,19.98831634
6/2/23 18:49,19.95759282
6/2/23 18:54,19.91205219
6/2/23 18:59,19.85812012
6/2/23 19:04,19.85078366
6/2/23 19:09,19.84951196
6/2/23 19:14,19.8062137
6/2/23 19:19,19.77498819
6/2/23 19:24,19.74440558
6/2/23 19:29,19.65559126
6/2/23 19:34,19.48927821
6/2/23 19:39,19.35027511
6/2/23 19:44,19.34059848
6/2/23 19:49,19.32073552
6/2/23 19:54,19.30359908
6/2/23 19:59,19.30139444
6/2/23 20:04,19.31077745
6/2/23 20:09,19.31332944
6/2/23 20:14,19.34081955
6/2/23 20:19,19.34282544
6/2/23 20:24,19.36761359
6/2/23 20:29,19.21526244
6/2/23 20:34,19.20717559
6/2/23 20:39,19.289003
6/2/23 20:44,19.29504227
6/2/23 20:49,19.28543284
6/2/23 20:54,19.27404334
6/2/23 20:59,19.28749494
6/2/23 21:04,19.29708586
6/2/23 21:09,19.32622133
6/2/23 21:14,19.353997
6/2/23 21:19,19.37015082
6/2/23 21:24,19.38917559
6/2/23 21:29,19.38536772
6/2/23 21:34,19.37012734
6/2/23 21:39,19.34734059
6/2/23 21:44,19.35879018
6/2/23 21:49,19.32002426
6/2/23 21:54,19.33254681
6/2/23 21:59,19.31805196
6/2/23 22:04,19.29137029
6/2/23 22:09,19.25032254
6/2/23 22:14,19.25072558
6/2/23 22:19,19.24420336
6/2/23 22:24,19.23789702
6/2/23 22:29,19.24238286
6/2/23 22:34,19.17458093
6/2/23 22:39,19.15260325
6/2/23 22:44,19.19386183
6/2/23 22:49,19.23525422
6/2/23 22:54,19.21243061
6/2/23 22:59,19.16424978
6/2/23 23:04,19.13615739
6/2/23 23:09,19.08476853
6/2/23 23:14,19.10593846
6/2/23 23:19,19.12476814
6/2/23 23:24,19.09211306
6/2/23 23:29,19.07721948
6/2/23 23:34,19.06897111
6/2/23 23:39,19.03268025
6/2/23 23:44,19.0543468
6/2/23 23:49,19.02196419
6/2/23 23:54,18.96368283
6/2/23 23:59,18.94216753
6/3/23 0:04,18.92583821
6/3/23 0:09,17.4232643
6/3/23 0:14,15.9997234
6/3/23 0:19,16.55297075
6/3/23 0:24,16.96369753
6/3/23 0:29,17.09247432
6/3/23 0:34,17.15165352
6/3/23 0:39,17.33724908
6/3/23 0:44,17.53492954
6/3/23 0:49,17.52896974
6/3/23 0:54,17.49158783
6/3/23 0:59,17.65963383
6/3/23 1:04,17.80063385
6/3/23 1:09,17.8035962
6/3/23 1:14,17.87042733
6/3/23 1:19,17.94094259
6/3/23 1:24,17.99640979
6/3/23 1:29,18.14310698
6/3/23 1:34,18.23450487
6/3/23 1:39,18.2804176
6/3/23 1:44,18.24819985
6/3/23 1:49,18.18474567
6/3/23 1:54,18.02963045
6/3/23 1:59,18.15533679
6/3/23 2:04,18.17486266
6/3/23 2:09,18.17972684
6/3/23 2:14,18.21121533
6/3/23 2:19,18.17365822
6/3/23 2:24,18.16425549
6/3/23 2:29,18.14045717
6/3/23 2:34,18.15839847
6/3/23 2:39,18.11367146
6/3/23 2:44,18.14699215
6/3/23 2:49,18.10489486
6/3/23 2:54,18.10571067
6/3/23 2:59,18.11059549
6/3/23 3:04,18.12350111
6/3/23 3:09,18.08170369
6/3/23 3:14,18.05172516
6/3/23 3:19,18.03740298
6/3/23 3:24,18.04534556
6/3/23 3:29,18.01619717
6/3/23 3:34,18.00541884
6/3/23 3:39,18.01199061
6/3/23 3:44,18.01141092
6/3/23 3:49,17.97941639
6/3/23 3:54,17.98806237
6/3/23 3:59,17.98531653
6/3/23 4:04,17.95968697
6/3/23 4:09,17.97723941
6/3/23 4:14,17.95980276
6/3/23 4:19,18.01050326
6/3/23 4:24,18.0375777
6/3/23 4:29,18.06386595
6/3/23 4:34,18.02799402
6/3/23 4:39,18.11083429
6/3/23 4:44,18.0295309
6/3/23 4:49,18.08646495
6/3/23 4:54,18.11696927
6/3/23 4:59,18.10625702
6/3/23 5:04,18.09555481
6/3/23 5:09,18.08162754
6/3/23 5:14,18.0708344
6/3/23 5:19,18.11607404
6/3/23 5:24,18.0801301
6/3/23 5:29,18.0541974
6/3/23 5:34,18.04552788
6/3/23 5:39,18.00363086
6/3/23 5:44,18.02296446
6/3/23 5:49,18.02072639
6/3/23 5:54,18.0138879
6/3/23 5:59,17.69515354
6/3/23 6:04,15.99911386
6/3/23 6:09,15.96920955
6/3/23 6:14,16.25677298
6/3/23 6:19,16.22887768
6/3/23 6:24,15.18415043
6/3/23 6:29,13.95972418
6/3/23 6:34,15.41534564
6/3/23 6:39,15.13375041
6/3/23 6:44,14.89126872
6/3/23 6:49,15.25060104
6/3/23 6:54,15.66850781
6/3/23 6:59,15.65313395
6/3/23 7:04,15.5484143
6/3/23 7:09,15.71007592
6/3/23 7:14,16.0553795
6/3/23 7:19,15.63209164
6/3/23 7:24,14.75397448
6/3/23 7:29,14.46051059
6/3/23 7:34,14.48560163
6/3/23 7:39,14.43287299
6/3/23 7:44,14.66963305
6/3/23 7:49,14.92017903
6/3/23 7:54,14.73140476
6/3/23 7:59,14.8553981
6/3/23 8:04,15.13274766
6/3/23 8:09,15.1191492
6/3/23 8:14,15.34300061
6/3/23 8:19,15.60431198
6/3/23 8:24,15.59749351
6/3/23 8:29,15.6262248
6/3/23 8:34,15.16614649
6/3/23 8:39,15.50434471
6/3/23 8:44,15.45488912
6/3/23 8:49,15.96582299
6/3/23 8:54,16.25790712
6/3/23 8:59,16.2317136
6/3/23 9:04,16.4027045
6/3/23 9:09,16.39027275
6/3/23 9:14,17.33207919
6/3/23 9:19,17.31173802
6/3/23 9:24,17.59539536
6/3/23 9:29,17.95159928
6/3/23 9:34,17.96063844
6/3/23 9:39,18.06348373
6/3/23 9:44,18.11053729
6/3/23 9:49,18.12599608
6/3/23 9:54,18.42437816
6/3/23 9:59,18.51349319
6/3/23 10:04,18.58296181
6/3/23 10:09,18.7452703
6/3/23 10:14,18.89938504
6/3/23 10:19,19.00869888
6/3/23 10:24,19.148206
6/3/23 10:29,19.22198722
6/3/23 10:34,19.18034206
6/3/23 10:39,19.17161062
6/3/23 10:44,19.20328688
6/3/23 10:49,19.27612811
6/3/23 10:54,19.36755399
6/3/23 10:59,19.44192136
6/3/23 11:04,19.50039336
6/3/23 11:09,19.58153985
6/3/23 11:14,19.63550979
6/3/23 11:19,19.67600221
6/3/23 11:24,19.72038912
6/3/23 11:29,19.77618617
6/3/23 11:34,19.79798514
6/3/23 11:39,19.94124984
6/3/23 11:44,20.07306173
6/3/23 11:49,20.28351276
6/3/23 11:54,20.5215383
6/3/23 11:59,20.69791603
6/3/23 12:04,21.00656711
6/3/23 12:09,21.027189
6/3/23 12:14,21.19186049
6/3/23 12:19,21.30365537
6/3/23 12:24,21.33776996
6/3/23 12:29,21.26500618
6/3/23 12:34,21.18503532
6/3/23 12:39,20.9751218
6/3/23 12:44,20.99846355
6/3/23 12:49,20.93725822
6/3/23 12:54,20.78506682
6/3/23 12:59,20.62400426
6/3/23 13:04,20.6881575
6/3/23 13:09,20.73846409
6/3/23 13:14,21.13431916
6/3/23 13:19,21.1204429
6/3/23 13:24,21.13319783
6/3/23 13:29,21.12421639
6/3/23 13:34,21.16122857
6/3/23 13:39,21.05931699
6/3/23 13:44,21.05917653
6/3/23 13:49,21.05465184
6/3/23 13:54,21.01941176
6/3/23 13:59,20.96129316
6/3/23 14:04,20.91555512
6/3/23 14:09,20.90116253
6/3/23 14:14,20.88059758
6/3/23 14:19,20.95569344
6/3/23 14:24,21.0910225
6/3/23 14:29,21.13901102
6/3/23 14:34,21.19630858
6/3/23 14:39,21.41389684
6/3/23 14:44,21.44478452
6/3/23 14:49,21.39057685
6/3/23 14:54,21.46247278
6/3/23 14:59,21.4851138
6/3/23 15:04,21.4851937
6/3/23 15:09,21.46025109
6/3/23 15:14,21.52074096
6/3/23 15:19,21.63553846
6/3/23 15:24,21.70980505
6/3/23 15:29,21.76068182
6/3/23 15:34,21.78446026
6/3/23 15:39,21.77500752
6/3/23 15:44,21.76584614
6/3/23 15:49,21.78119105
6/3/23 15:54,21.70411025
6/3/23 15:59,21.56723784
6/3/23 16:04,21.45646348
6/3/23 16:09,21.37199997
6/3/23 16:14,21.21060146
6/3/23 16:19,21.08780028
6/3/23 16:24,20.98387543
6/3/23 16:29,20.85554619
6/3/23 16:34,20.7876467
6/3/23 16:39,20.76159705
6/3/23 16:44,20.71547866
6/3/23 16:49,20.56067447
6/3/23 16:54,20.37645886
6/3/23 16:59,20.27738636
6/3/23 17:04,20.26726475
6/3/23 17:09,20.28936386
6/3/23 17:14,20.30463336
6/3/23 17:19,20.36163713
6/3/23 17:24,20.39357241
6/3/23 17:29,20.38898179
6/3/23 17:34,20.3382298
6/3/23 17:39,20.27276513
6/3/23 17:44,20.23541894
6/3/23 17:49,20.18502385
6/3/23 17:54,20.09691853
6/3/23 17:59,19.96895629
6/3/23 18:04,19.8643493
6/3/23 18:09,19.8700802
6/3/23 18:14,19.84125978
6/3/23 18:19,19.86522065
6/3/23 18:24,19.88525697
6/3/23 18:29,19.91494882
6/3/23 18:34,19.94923321
6/3/23 18:39,19.92226536
6/3/23 18:44,19.85507245
6/3/23 18:49,19.77163153
6/3/23 18:54,19.6808296
6/3/23 18:59,19.60566991
6/3/23 19:04,19.4930698
6/3/23 19:09,19.45035461
6/3/23 19:14,19.42499577
6/3/23 19:19,19.49783906
6/3/23 19:24,19.52040803
6/3/23 19:29,19.48112464
6/3/23 19:34,19.5021062
6/3/23 19:39,19.55759202
6/3/23 19:44,19.58244773
6/3/23 19:49,19.55735697
6/3/23 19:54,19.56293242
6/3/23 19:59,19.55844671
6/3/23 20:04,19.53656164
6/3/23 20:09,19.54410986
6/3/23 20:14,19.56196689
6/3/23 20:19,19.55247021
6/3/23 20:24,19.53625562
6/3/23 20:29,19.47760963
6/3/23 20:34,19.43560911
6/3/23 20:39,19.37409386
6/3/23 20:44,19.36383445
6/3/23 20:49,19.42852139
6/3/23 20:54,19.50190513
6/3/23 20:59,19.60240963
6/3/23 21:04,19.71526642
6/3/23 21:09,19.7561049
6/3/23 21:14,19.80705342
6/3/23 21:19,19.88094194
6/3/23 21:24,19.94084569
6/3/23 21:29,19.98558286
6/3/23 21:34,20.01629774
6/3/23 21:39,19.99454169
6/3/23 21:44,19.95097656
6/3/23 21:49,19.92967222
6/3/23 21:54,19.90784564
6/3/23 21:59,19.85652087
6/3/23 22:04,19.7866393
6/3/23 22:09,19.74186066
6/3/23 22:14,19.75899983
6/3/23 22:19,19.72534238
6/3/23 22:24,19.74621041
6/3/23 22:29,19.72713874
6/3/23 22:34,19.70342378
6/3/23 22:39,19.60717407
6/3/23 22:44,19.55742187
6/3/23 22:49,19.48144577
6/3/23 22:54,19.37879097
6/3/23 22:59,19.31709567
6/3/23 23:04,19.25648832
6/3/23 23:09,19.21928019
6/3/23 23:14,18.77169002
6/3/23 23:19,16.89727756
6/3/23 23:24,17.15260012
6/3/23 23:29,17.71548647
6/3/23 23:34,18.28436857
6/3/23 23:39,18.92115297
6/3/23 23:44,19.27832736
6/3/23 23:49,19.43607067
6/3/23 23:54,19.56054461
6/3/23 23:59,19.60826058
6/4/23 0:04,19.61154353
6/4/23 0:09,19.66482428
6/4/23 0:14,19.7370964
6/4/23 0:19,19.77634142
6/4/23 0:24,19.58560774
6/4/23 0:29,19.51481568
6/4/23 0:34,19.57205088
6/4/23 0:39,19.43260873
6/4/23 0:44,19.42913925
6/4/23 0:49,19.43561636
6/4/23 0:54,19.47413097
6/4/23 0:59,19.48314608
6/4/23 1:04,19.37343478
6/4/23 1:09,19.39409732
6/4/23 1:14,19.32273867
6/4/23 1:19,19.25913766
6/4/23 1:24,19.34201968
6/4/23 1:29,19.35617144
6/4/23 1:34,19.39790167
6/4/23 1:39,19.45797694
6/4/23 1:44,19.5440821
6/4/23 1:49,19.54310717
6/4/23 1:54,19.57370308
6/4/23 1:59,19.58662719
6/4/23 2:04,19.45401982
6/4/23 2:09,19.4377296
6/4/23 2:14,19.49147184
6/4/23 2:19,19.54669224
6/4/23 2:24,19.52169004
6/4/23 2:29,19.51128142
6/4/23 2:34,19.52435051
6/4/23 2:39,19.56168824
6/4/23 2:44,19.58383931
6/4/23 2:49,19.62334883
6/4/23 2:54,19.65886853
6/4/23 2:59,19.68626155
6/4/23 3:04,19.66290153
6/4/23 3:09,19.54467746
6/4/23 3:14,19.55203597
6/4/23 3:19,19.58258787
6/4/23 3:24,19.54347389
6/4/23 3:29,19.48078892
6/4/23 3:34,19.39286287
6/4/23 3:39,19.4642887
6/4/23 3:44,19.42463953
6/4/23 3:49,19.42494644
6/4/23 3:54,19.45706546
6/4/23 3:59,19.29844933
6/4/23 4:04,18.22161979
6/4/23 4:09,17.80291976
6/4/23 4:14,17.89583339
6/4/23 4:19,18.00351472
6/4/23 4:24,17.89301802
6/4/23 4:29,16.78206951
6/4/23 4:34,16.66909432
6/4/23 4:39,16.60799122
6/4/23 4:44,16.94826139
6/4/23 4:49,17.62972215
6/4/23 4:54,18.22305812
6/4/23 4:59,18.3310544
6/4/23 5:04,18.39729106
6/4/23 5:09,16.55687033
6/4/23 5:14,16.18620782
6/4/23 5:19,16.96240825
6/4/23 5:24,17.7913469
6/4/23 5:29,17.74833912
6/4/23 5:34,17.57730091
6/4/23 5:39,17.02967867
6/4/23 5:44,17.67927001
6/4/23 5:49,18.00211636
6/4/23 5:54,18.3097384
6/4/23 5:59,18.74241935
6/4/23 6:04,19.01061873
6/4/23 6:09,19.06800079
6/4/23 6:14,19.00759772
6/4/23 6:19,19.00653142
6/4/23 6:24,19.10280738
6/4/23 6:29,19.16237017
6/4/23 6:34,19.21683352
6/4/23 6:39,19.2447079
6/4/23 6:44,19.22625127
6/4/23 6:49,19.2072774
6/4/23 6:54,19.20244056
6/4/23 6:59,19.2153337
6/4/23 7:04,19.21885216
6/4/23 7:09,19.21082411
6/4/23 7:14,18.2531105
6/4/23 7:19,18.11874916
6/4/23 7:24,17.93419711
6/4/23 7:29,18.04641694
6/4/23 7:34,18.26994586
6/4/23 7:39,18.31374548
6/4/23 7:44,18.48315842
6/4/23 7:49,18.5830145
6/4/23 7:54,18.63934537
6/4/23 7:59,18.65854748
6/4/23 8:04,18.8039898
6/4/23 8:09,18.8196272
6/4/23 8:14,18.91099379
6/4/23 8:19,19.00740855
6/4/23 8:24,19.02758061
6/4/23 8:29,19.01254811
6/4/23 8:34,19.06434154
6/4/23 8:39,19.07451101
6/4/23 8:44,19.18079653
6/4/23 8:49,18.58781912
6/4/23 8:54,17.8508108
6/4/23 8:59,17.81631553
6/4/23 9:04,17.71120464
6/4/23 9:09,17.64164917
6/4/23 9:14,17.26412141
6/4/23 9:19,17.52592029
6/4/23 9:24,17.99459124
6/4/23 9:29,18.89485046
6/4/23 9:34,18.91858075
6/4/23 9:39,19.19508727
6/4/23 9:44,19.28684097
6/4/23 9:49,19.53651513
6/4/23 9:54,19.89797677
6/4/23 9:59,20.01909553
6/4/23 10:04,20.12559271
6/4/23 10:09,20.25923703
6/4/23 10:14,20.30969554
6/4/23 10:19,20.30323658
6/4/23 10:24,20.32564026
6/4/23 10:29,20.37316031
6/4/23 10:34,20.28190341
6/4/23 10:39,20.17444579
6/4/23 10:44,20.19878321
6/4/23 10:49,20.17858092
6/4/23 10:54,20.41623211
6/4/23 10:59,20.73147914
6/4/23 11:04,20.93987147
6/4/23 11:09,21.08687009
6/4/23 11:14,21.17267338
6/4/23 11:19,21.24309119
6/4/23 11:24,21.36518384
6/4/23 11:29,21.47918962
6/4/23 11:34,21.56725279
6/4/23 11:39,21.49912717
6/4/23 11:44,21.45664602
