"Date","(Observed) Incoming Shortwave (W/ft2)","(Modeled) Incoming Shortwave (W/ft2)","(Modeled) Net Shortwave (W/ft2)","(Modeled) Incoming Longwave (W/ft2)","(Modeled) Net Longwave (W/ft2)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-10-03 17:00:00",,46.95,,,,"2023-10-03","17","n"
"2023-10-03 18:00:00",,65.77,,,,"2023-10-03","18","n"
"2023-10-03 19:00:00",,72.97,,,,"2023-10-03","19","n"
"2023-10-03 20:00:00",,64.72,,,,"2023-10-03","20","n"
"2023-10-03 21:00:00",,67.63,,,,"2023-10-03","21","n"
"2023-10-03 22:00:00",,56.06,,,,"2023-10-03","22","n"
"2023-10-03 23:00:00",,42.88,,,,"2023-10-03","23","n"
"2023-10-04 00:00:00",,24.74,,,,"2023-10-04","00","n"
"2023-10-04 01:00:00",,5.59,,,,"2023-10-04","01","n"
"2023-10-04 02:00:00",,0.00,,,,"2023-10-04","02","n"
"2023-10-04 03:00:00",,0.00,,,,"2023-10-04","03","n"
"2023-10-04 04:00:00",,0.00,,,,"2023-10-04","04","n"
"2023-10-04 05:00:00",,0.00,,,,"2023-10-04","05","n"
"2023-10-04 06:00:00",,0.00,,,,"2023-10-04","06","n"
"2023-10-04 07:00:00",,0.00,,,,"2023-10-04","07","n"
"2023-10-04 08:00:00",,0.00,,,,"2023-10-04","08","n"
"2023-10-04 09:00:00",,0.00,,,,"2023-10-04","09","n"
"2023-10-04 10:00:00",,0.00,,,,"2023-10-04","10","n"
"2023-10-04 11:00:00",,0.00,,,,"2023-10-04","11","n"
"2023-10-04 12:00:00",,0.00,,,,"2023-10-04","12","n"
"2023-10-04 13:00:00",,0.00,,,,"2023-10-04","13","n"
"2023-10-04 14:00:00",,0.00,,,,"2023-10-04","14","n"
"2023-10-04 15:00:00",,16.45,,,,"2023-10-04","15","n"
"2023-10-04 16:00:00",,35.98,,,,"2023-10-04","16","n"
"2023-10-04 17:00:00",,53.03,,,,"2023-10-04","17","n"
"2023-10-04 18:00:00",,66.03,,,,"2023-10-04","18","n"
"2023-10-04 19:00:00",,73.40,,,,"2023-10-04","19","n"
"2023-10-04 20:00:00",,74.87,,,,"2023-10-04","20","n"
"2023-10-04 21:00:00",,69.98,,,,"2023-10-04","21","n"
"2023-10-04 22:00:00",,59.35,,,,"2023-10-04","22","n"
"2023-10-04 23:00:00",,43.77,,,,"2023-10-04","23","n"
"2023-10-05 00:00:00",,24.80,,,,"2023-10-05","00","n"
"2023-10-05 01:00:00",,5.30,,,,"2023-10-05","01","n"
"2023-10-05 02:00:00",,0.00,,,,"2023-10-05","02","n"
"2023-10-05 03:00:00",,0.00,,,,"2023-10-05","03","n"
"2023-10-05 04:00:00",,0.00,,,,"2023-10-05","04","n"
"2023-10-05 05:00:00",,0.00,,,,"2023-10-05","05","n"
"2023-10-05 06:00:00",,0.00,,,,"2023-10-05","06","n"
"2023-10-05 07:00:00",,0.00,,,,"2023-10-05","07","n"
"2023-10-05 08:00:00",,0.00,,,,"2023-10-05","08","n"
"2023-10-05 09:00:00",,0.00,,,,"2023-10-05","09","n"
"2023-10-05 10:00:00",,0.00,,,,"2023-10-05","10","n"
"2023-10-05 11:00:00",,0.00,,,,"2023-10-05","11","n"
"2023-10-05 12:00:00",,0.00,,,,"2023-10-05","12","n"
"2023-10-05 13:00:00",,0.00,,,,"2023-10-05","13","n"
"2023-10-05 14:00:00",,0.00,,,,"2023-10-05","14","n"
"2023-10-05 15:00:00",,15.88,,,,"2023-10-05","15","n"
"2023-10-05 16:00:00",,28.51,,,,"2023-10-05","16","n"
"2023-10-05 17:00:00",,44.29,,,,"2023-10-05","17","n"
"2023-10-05 18:00:00",,57.82,,,,"2023-10-05","18","n"
"2023-10-05 19:00:00",,72.44,,,,"2023-10-05","19","n"
"2023-10-05 20:00:00",,73.91,,,,"2023-10-05","20","n"
"2023-10-05 21:00:00",,69.13,,,,"2023-10-05","21","n"
"2023-10-05 22:00:00",,58.50,,,,"2023-10-05","22","n"
"2023-10-05 23:00:00",,43.07,,,,"2023-10-05","23","n"
"2023-10-06 00:00:00",,24.30,,,,"2023-10-06","00","n"
"2023-10-06 01:00:00",,4.87,,,,"2023-10-06","01","n"
"2023-10-06 02:00:00",,0.00,,,,"2023-10-06","02","n"
"2023-10-06 03:00:00",,0.00,,,,"2023-10-06","03","n"
"2023-10-06 04:00:00",,0.00,,,,"2023-10-06","04","n"
"2023-10-06 05:00:00",,0.00,,,,"2023-10-06","05","n"
"2023-10-06 06:00:00",,0.00,,,,"2023-10-06","06","n"
"2023-10-06 07:00:00",,0.00,,,,"2023-10-06","07","n"
"2023-10-06 08:00:00",,0.00,,,,"2023-10-06","08","n"
"2023-10-06 09:00:00",,0.00,,,,"2023-10-06","09","n"
"2023-10-06 10:00:00",,0.00,,,,"2023-10-06","10","n"
"2023-10-06 11:00:00",,0.00,,,,"2023-10-06","11","n"
"2023-10-06 12:00:00",,0.00,,,,"2023-10-06","12","n"
"2023-10-06 13:00:00",,0.00,,,,"2023-10-06","13","n"
"2023-10-06 14:00:00",,0.00,,,,"2023-10-06","14","n"
"2023-10-06 15:00:00",,14.33,,,,"2023-10-06","15","n"
"2023-10-06 16:00:00",,34.02,,,,"2023-10-06","16","n"
"2023-10-06 17:00:00",,51.82,,,,"2023-10-06","17","n"
"2023-10-06 18:00:00",,65.46,,,,"2023-10-06","18","n"
"2023-10-06 19:00:00",,72.91,,,,"2023-10-06","19","n"
"2023-10-06 20:00:00",,74.21,,,,"2023-10-06","20","n"
"2023-10-06 21:00:00",,69.17,,,,"2023-10-06","21","n"
"2023-10-06 22:00:00",,58.42,,,,"2023-10-06","22","n"
"2023-10-06 23:00:00",,42.84,,,,"2023-10-06","23","n"
"2023-10-07 00:00:00",,23.71,,,,"2023-10-07","00","n"
"2023-10-07 01:00:00",,4.40,,,,"2023-10-07","01","n"
"2023-10-07 02:00:00",,0.00,,,,"2023-10-07","02","n"
"2023-10-07 03:00:00",,0.00,,,,"2023-10-07","03","n"
"2023-10-07 04:00:00",,0.00,,,,"2023-10-07","04","n"
"2023-10-07 05:00:00",,0.00,,,,"2023-10-07","05","n"
"2023-10-07 06:00:00",,0.00,,,,"2023-10-07","06","n"
"2023-10-07 07:00:00",,0.00,,,,"2023-10-07","07","n"
"2023-10-07 08:00:00",,0.00,,,,"2023-10-07","08","n"
"2023-10-07 09:00:00",,0.00,,,,"2023-10-07","09","n"
"2023-10-07 10:00:00",,0.00,,,,"2023-10-07","10","n"
"2023-10-07 11:00:00",,0.00,,,,"2023-10-07","11","n"
"2023-10-07 12:00:00",,0.00,,,,"2023-10-07","12","n"
"2023-10-07 13:00:00",,0.00,,,,"2023-10-07","13","n"
"2023-10-07 14:00:00",,0.00,,,,"2023-10-07","14","n"
"2023-10-07 15:00:00",,3.91,,,,"2023-10-07","15","n"
"2023-10-07 16:00:00",,26.58,,,,"2023-10-07","16","n"
"2023-10-07 17:00:00",,50.26,,,,"2023-10-07","17","n"
"2023-10-07 18:00:00",,65.39,,,,"2023-10-07","18","n"
"2023-10-07 19:00:00",,72.83,,,,"2023-10-07","19","n"
"2023-10-07 20:00:00",,74.16,,,,"2023-10-07","20","n"
"2023-10-07 21:00:00",,69.00,,,,"2023-10-07","21","n"
"2023-10-07 22:00:00",,58.01,,,,"2023-10-07","22","n"
"2023-10-07 23:00:00",,42.32,,,,"2023-10-07","23","n"
"2023-10-08 00:00:00",,23.29,,,,"2023-10-08","00","n"
"2023-10-08 01:00:00",,4.00,,,,"2023-10-08","01","n"
"2023-10-08 02:00:00",,0.00,,,,"2023-10-08","02","n"
"2023-10-08 03:00:00",,0.00,,,,"2023-10-08","03","n"
"2023-10-08 04:00:00",,0.00,,,,"2023-10-08","04","n"
"2023-10-08 05:00:00",,0.00,,,,"2023-10-08","05","n"
"2023-10-08 06:00:00",,0.00,,,,"2023-10-08","06","n"
"2023-10-08 07:00:00",,0.00,,,,"2023-10-08","07","n"
"2023-10-08 08:00:00",,0.00,,,,"2023-10-08","08","n"
"2023-10-08 09:00:00",,0.00,,,,"2023-10-08","09","n"
"2023-10-08 10:00:00",,0.00,,,,"2023-10-08","10","n"
"2023-10-08 11:00:00",,0.00,,,,"2023-10-08","11","n"
"2023-10-08 12:00:00",,0.00,,,,"2023-10-08","12","n"
"2023-10-08 13:00:00",,0.00,,,,"2023-10-08","13","n"
"2023-10-08 14:00:00",,0.00,,,,"2023-10-08","14","n"
"2023-10-08 15:00:00",,15.25,,,,"2023-10-08","15","n"
"2023-10-08 16:00:00",,34.73,,,,"2023-10-08","16","n"
"2023-10-08 17:00:00",,51.90,,,,"2023-10-08","17","n"
"2023-10-08 18:00:00",,64.76,,,,"2023-10-08","18","n"
"2023-10-08 19:00:00",,72.14,,,,"2023-10-08","19","n"
"2023-10-08 20:00:00",,73.36,,,,"2023-10-08","20","n"
"2023-10-08 21:00:00",,68.27,,,,"2023-10-08","21","n"
"2023-10-08 22:00:00",,57.34,,,,"2023-10-08","22","n"
"2023-10-08 23:00:00",,37.75,,,,"2023-10-08","23","n"
"2023-10-09 00:00:00",,22.58,,,,"2023-10-09","00","n"
"2023-10-09 01:00:00",,3.58,,,,"2023-10-09","01","n"
"2023-10-09 02:00:00",,0.00,,,,"2023-10-09","02","n"
"2023-10-09 03:00:00",,0.00,,,,"2023-10-09","03","n"
"2023-10-09 04:00:00",,0.00,,,,"2023-10-09","04","n"
"2023-10-09 05:00:00",,0.00,,,,"2023-10-09","05","n"
"2023-10-09 06:00:00",,0.00,,,,"2023-10-09","06","n"
"2023-10-09 07:00:00",,0.00,,,,"2023-10-09","07","n"
"2023-10-09 08:00:00",,0.00,,,,"2023-10-09","08","n"
"2023-10-09 09:00:00",,0.00,,,,"2023-10-09","09","n"
"2023-10-09 10:00:00",,0.00,,,,"2023-10-09","10","n"
"2023-10-09 11:00:00",,0.00,,,,"2023-10-09","11","n"
"2023-10-09 12:00:00",,0.00,,,,"2023-10-09","12","n"
"2023-10-09 13:00:00",,0.00,,,,"2023-10-09","13","n"
"2023-10-09 14:00:00",,0.00,,,,"2023-10-09","14","n"
"2023-10-09 15:00:00",,15.11,,,,"2023-10-09","15","n"
"2023-10-09 16:00:00",,34.41,,,,"2023-10-09","16","n"
"2023-10-09 17:00:00",,47.68,,,,"2023-10-09","17","n"
"2023-10-09 18:00:00",,10.95,,,,"2023-10-09","18","n"
"2023-10-09 19:00:00",,7.95,,,,"2023-10-09","19","n"
"2023-10-09 20:00:00",,51.55,,,,"2023-10-09","20","n"
"2023-10-09 21:00:00",,31.03,,,,"2023-10-09","21","n"
"2023-10-09 22:00:00",,22.05,,,,"2023-10-09","22","n"
"2023-10-09 23:00:00",,5.70,,,,"2023-10-09","23","n"
"2023-10-10 00:00:00",,21.31,,,,"2023-10-10","00","n"
"2023-10-10 01:00:00",,2.81,,,,"2023-10-10","01","n"
"2023-10-10 02:00:00",,0.00,,,,"2023-10-10","02","n"
"2023-10-10 03:00:00",,0.00,,,,"2023-10-10","03","n"
"2023-10-10 04:00:00",,0.00,,,,"2023-10-10","04","n"
"2023-10-10 05:00:00",,0.00,,,,"2023-10-10","05","n"
"2023-10-10 06:00:00",,0.00,,,,"2023-10-10","06","n"
"2023-10-10 07:00:00",,0.00,,,,"2023-10-10","07","n"
"2023-10-10 08:00:00",,0.00,,,,"2023-10-10","08","n"
"2023-10-10 09:00:00",,0.00,,,,"2023-10-10","09","n"
"2023-10-10 10:00:00",,0.00,,,,"2023-10-10","10","n"
"2023-10-10 11:00:00",,0.00,,,,"2023-10-10","11","n"
"2023-10-10 12:00:00",,0.00,,,,"2023-10-10","12","n"
"2023-10-10 13:00:00",,0.00,,,,"2023-10-10","13","n"
"2023-10-10 14:00:00",,0.00,,,,"2023-10-10","14","n"
"2023-10-10 15:00:00",,14.85,,,,"2023-10-10","15","n"
"2023-10-10 16:00:00",,33.83,,,,"2023-10-10","16","n"
"2023-10-10 17:00:00",,44.77,,,,"2023-10-10","17","n"
"2023-10-10 18:00:00",,63.78,,,,"2023-10-10","18","n"
"2023-10-10 19:00:00",,70.91,,,,"2023-10-10","19","n"
"2023-10-10 20:00:00",,71.02,,,,"2023-10-10","20","n"
"2023-10-10 21:00:00",,67.07,,,,"2023-10-10","21","n"
"2023-10-10 22:00:00",,56.19,,,,"2023-10-10","22","n"
"2023-10-10 23:00:00",,40.57,,,,"2023-10-10","23","n"
"2023-10-11 00:00:00",,21.54,,,,"2023-10-11","00","n"
"2023-10-11 01:00:00",,2.80,,,,"2023-10-11","01","n"
"2023-10-11 02:00:00",,0.00,,,,"2023-10-11","02","n"
"2023-10-11 03:00:00",,0.00,,,,"2023-10-11","03","n"
"2023-10-11 04:00:00",,0.00,,,,"2023-10-11","04","n"
"2023-10-11 05:00:00",,0.00,,,,"2023-10-11","05","n"
"2023-10-11 06:00:00",,0.00,,,,"2023-10-11","06","n"
"2023-10-11 07:00:00",,0.00,,,,"2023-10-11","07","n"
"2023-10-11 08:00:00",,0.00,,,,"2023-10-11","08","n"
"2023-10-11 09:00:00",,0.00,,,,"2023-10-11","09","n"
"2023-10-11 10:00:00",,0.00,,,,"2023-10-11","10","n"
"2023-10-11 11:00:00",,0.00,,,,"2023-10-11","11","n"
"2023-10-11 12:00:00",,0.00,,,,"2023-10-11","12","n"
"2023-10-11 13:00:00",,0.00,,,,"2023-10-11","13","n"
"2023-10-11 14:00:00",,0.00,,,,"2023-10-11","14","n"
"2023-10-11 15:00:00",,15.06,,,,"2023-10-11","15","n"
"2023-10-11 16:00:00",,34.83,,,,"2023-10-11","16","n"
"2023-10-11 17:00:00",,51.96,,,,"2023-10-11","17","n"
"2023-10-11 18:00:00",,64.17,,,,"2023-10-11","18","n"
"2023-10-11 19:00:00",,71.26,,,,"2023-10-11","19","n"
"2023-10-11 20:00:00",,72.11,,,,"2023-10-11","20","n"
"2023-10-11 21:00:00",,66.81,,,,"2023-10-11","21","n"
"2023-10-11 22:00:00",,55.77,,,,"2023-10-11","22","n"
"2023-10-11 23:00:00",,40.52,,,,"2023-10-11","23","n"
"2023-10-12 00:00:00",,21.49,,,,"2023-10-12","00","n"
"2023-10-12 01:00:00",,2.51,,,,"2023-10-12","01","n"
"2023-10-12 02:00:00",,0.00,,,,"2023-10-12","02","n"
"2023-10-12 03:00:00",,0.00,,,,"2023-10-12","03","n"
"2023-10-12 04:00:00",,0.00,,,,"2023-10-12","04","n"
"2023-10-12 05:00:00",,0.00,,,,"2023-10-12","05","n"
"2023-10-12 06:00:00",,0.00,,,,"2023-10-12","06","n"
"2023-10-12 07:00:00",,0.00,,,,"2023-10-12","07","n"
"2023-10-12 08:00:00",,0.00,,,,"2023-10-12","08","n"
"2023-10-12 09:00:00",,0.00,,,,"2023-10-12","09","n"
"2023-10-12 10:00:00",,0.00,,,,"2023-10-12","10","n"
"2023-10-12 11:00:00",,0.00,,,,"2023-10-12","11","n"
"2023-10-12 12:00:00",,0.00,,,,"2023-10-12","12","n"
"2023-10-12 13:00:00",,0.00,,,,"2023-10-12","13","n"
"2023-10-12 14:00:00",,0.00,,,,"2023-10-12","14","n"
"2023-10-12 15:00:00",,13.65,,,,"2023-10-12","15","n"
"2023-10-12 16:00:00",,31.22,,,,"2023-10-12","16","n"
"2023-10-12 17:00:00",,50.70,,,,"2023-10-12","17","n"
"2023-10-12 18:00:00",,63.54,,,,"2023-10-12","18","n"
"2023-10-12 19:00:00",,70.92,,,,"2023-10-12","19","n"
"2023-10-12 20:00:00",,72.14,,,,"2023-10-12","20","n"
"2023-10-12 21:00:00",,67.16,,,,"2023-10-12","21","n"
"2023-10-12 22:00:00",,56.30,,,,"2023-10-12","22","n"
"2023-10-12 23:00:00",,40.24,,,,"2023-10-12","23","n"
"2023-10-13 00:00:00",,21.14,,,,"2023-10-13","00","n"
"2023-10-13 01:00:00",,2.16,,,,"2023-10-13","01","n"
"2023-10-13 02:00:00",,0.00,,,,"2023-10-13","02","n"
"2023-10-13 03:00:00",,0.00,,,,"2023-10-13","03","n"
"2023-10-13 04:00:00",,0.00,,,,"2023-10-13","04","n"
"2023-10-13 05:00:00",,0.00,,,,"2023-10-13","05","n"
"2023-10-13 06:00:00",,0.00,,,,"2023-10-13","06","n"
"2023-10-13 07:00:00",,0.00,,,,"2023-10-13","07","n"
"2023-10-13 08:00:00",,0.00,,,,"2023-10-13","08","n"
"2023-10-13 09:00:00",,0.00,,,,"2023-10-13","09","n"
"2023-10-13 10:00:00",,0.00,,,,"2023-10-13","10","n"
"2023-10-13 11:00:00",,0.00,,,,"2023-10-13","11","n"
"2023-10-13 12:00:00",,0.00,,,,"2023-10-13","12","n"
"2023-10-13 13:00:00",,0.00,,,,"2023-10-13","13","n"
"2023-10-13 14:00:00",,0.00,,,,"2023-10-13","14","n"
"2023-10-13 15:00:00",,12.47,,,,"2023-10-13","15","n"
"2023-10-13 16:00:00",,23.66,,,,"2023-10-13","16","n"
"2023-10-13 17:00:00",,33.60,,,,"2023-10-13","17","n"
"2023-10-13 18:00:00",,59.29,,,,"2023-10-13","18","n"
"2023-10-13 19:00:00",,69.42,,,,"2023-10-13","19","n"
"2023-10-13 20:00:00",,70.77,,,,"2023-10-13","20","n"
"2023-10-13 21:00:00",,65.71,,,,"2023-10-13","21","n"
"2023-10-13 22:00:00",,55.03,,,,"2023-10-13","22","n"
"2023-10-13 23:00:00",,39.33,,,,"2023-10-13","23","n"
"2023-10-14 00:00:00",,20.16,,,,"2023-10-14","00","n"
"2023-10-14 01:00:00",,1.75,,,,"2023-10-14","01","n"
"2023-10-14 02:00:00",,0.00,,,,"2023-10-14","02","n"
"2023-10-14 03:00:00",,0.00,,,,"2023-10-14","03","n"
"2023-10-14 04:00:00",,0.00,,,,"2023-10-14","04","n"
"2023-10-14 05:00:00",,0.00,,,,"2023-10-14","05","n"
"2023-10-14 06:00:00",,0.00,,,,"2023-10-14","06","n"
"2023-10-14 07:00:00",,0.00,,,,"2023-10-14","07","n"
"2023-10-14 08:00:00",,0.00,,,,"2023-10-14","08","n"
"2023-10-14 09:00:00",,0.00,,,,"2023-10-14","09","n"
"2023-10-14 10:00:00",,0.00,,,,"2023-10-14","10","n"
"2023-10-14 11:00:00",,0.00,,,,"2023-10-14","11","n"
"2023-10-14 12:00:00",,0.00,,,,"2023-10-14","12","n"
"2023-10-14 13:00:00",,0.00,,,,"2023-10-14","13","n"
"2023-10-14 14:00:00",,0.00,,,,"2023-10-14","14","n"
"2023-10-14 15:00:00",,11.86,,,,"2023-10-14","15","n"
"2023-10-14 16:00:00",,5.28,,,,"2023-10-14","16","n"
"2023-10-14 17:00:00",,31.48,,,,"2023-10-14","17","n"
"2023-10-14 18:00:00",,61.80,,,,"2023-10-14","18","n"
"2023-10-14 19:00:00",,68.77,,,,"2023-10-14","19","n"
"2023-10-14 20:00:00",,69.84,,,,"2023-10-14","20","n"
"2023-10-14 21:00:00",,64.74,,,,"2023-10-14","21","n"
"2023-10-14 22:00:00",,53.91,,,,"2023-10-14","22","n"
"2023-10-14 23:00:00",,38.42,,,,"2023-10-14","23","n"
"2023-10-15 00:00:00",,19.61,,,,"2023-10-15","00","n"
"2023-10-15 01:00:00",,1.43,,,,"2023-10-15","01","n"
"2023-10-15 02:00:00",,0.00,,,,"2023-10-15","02","n"
"2023-10-15 03:00:00",,0.00,,,,"2023-10-15","03","n"
"2023-10-15 04:00:00",,0.00,,,,"2023-10-15","04","n"
"2023-10-15 05:00:00",,0.00,,,,"2023-10-15","05","n"
"2023-10-15 06:00:00",,0.00,,,,"2023-10-15","06","n"
"2023-10-15 07:00:00",,0.00,,,,"2023-10-15","07","n"
"2023-10-15 08:00:00",,0.00,,,,"2023-10-15","08","n"
"2023-10-15 09:00:00",,0.00,,,,"2023-10-15","09","n"
"2023-10-15 10:00:00",,0.00,,,,"2023-10-15","10","n"
"2023-10-15 11:00:00",,0.00,,,,"2023-10-15","11","n"
"2023-10-15 12:00:00",,0.00,,,,"2023-10-15","12","n"
"2023-10-15 13:00:00",,0.00,,,,"2023-10-15","13","n"
"2023-10-15 14:00:00",,0.00,,,,"2023-10-15","14","n"
"2023-10-15 15:00:00",,5.50,,,,"2023-10-15","15","n"
"2023-10-15 16:00:00",,29.73,,,,"2023-10-15","16","n"
"2023-10-15 17:00:00",,48.05,,,,"2023-10-15","17","n"
"2023-10-15 18:00:00",,60.92,,,,"2023-10-15","18","n"
"2023-10-15 19:00:00",,68.11,,,,"2023-10-15","19","n"
"2023-10-15 20:00:00",,69.03,,,,"2023-10-15","20","n"
"2023-10-15 21:00:00",,64.01,,,,"2023-10-15","21","n"
"2023-10-15 22:00:00",,53.23,,,,"2023-10-15","22","n"
"2023-10-15 23:00:00",,37.74,,,,"2023-10-15","23","n"
"2023-10-16 00:00:00",,19.08,,,,"2023-10-16","00","n"
"2023-10-16 01:00:00",,1.14,,,,"2023-10-16","01","n"
"2023-10-16 02:00:00",,0.00,,,,"2023-10-16","02","n"
"2023-10-16 03:00:00",,0.00,,,,"2023-10-16","03","n"
"2023-10-16 04:00:00",,0.00,,,,"2023-10-16","04","n"
"2023-10-16 05:00:00",,0.00,,,,"2023-10-16","05","n"
"2023-10-16 06:00:00",,0.00,,,,"2023-10-16","06","n"
"2023-10-16 07:00:00",,0.00,,,,"2023-10-16","07","n"
"2023-10-16 08:00:00",,0.00,,,,"2023-10-16","08","n"
"2023-10-16 09:00:00",,0.00,,,,"2023-10-16","09","n"
"2023-10-16 10:00:00",,0.00,,,,"2023-10-16","10","n"
"2023-10-16 11:00:00",,0.00,,,,"2023-10-16","11","n"
"2023-10-16 12:00:00",,0.00,,,,"2023-10-16","12","n"
"2023-10-16 13:00:00",,0.00,,,,"2023-10-16","13","n"
"2023-10-16 14:00:00",,0.00,,,,"2023-10-16","14","n"
"2023-10-16 15:00:00",,11.99,,,,"2023-10-16","15","n"
"2023-10-16 16:00:00",,31.45,,,,"2023-10-16","16","n"
"2023-10-16 17:00:00",,48.17,,,,"2023-10-16","17","n"
"2023-10-16 18:00:00",,60.35,,,,"2023-10-16","18","n"
"2023-10-16 19:00:00",,67.51,,,,"2023-10-16","19","n"
"2023-10-16 20:00:00",,68.45,,,,"2023-10-16","20","n"
"2023-10-16 21:00:00",,63.35,,,,"2023-10-16","21","n"
"2023-10-16 22:00:00",,52.62,,,,"2023-10-16","22","n"
"2023-10-16 23:00:00",,37.24,,,,"2023-10-16","23","n"
"2023-10-17 00:00:00",,18.59,,,,"2023-10-17","00","n"
"2023-10-17 01:00:00",,0.81,,,,"2023-10-17","01","n"
"2023-10-17 02:00:00",,0.00,,,,"2023-10-17","02","n"
"2023-10-17 03:00:00",,0.00,,,,"2023-10-17","03","n"
"2023-10-17 04:00:00",,0.00,,,,"2023-10-17","04","n"
"2023-10-17 05:00:00",,0.00,,,,"2023-10-17","05","n"
"2023-10-17 06:00:00",,0.00,,,,"2023-10-17","06","n"
"2023-10-17 07:00:00",,0.00,,,,"2023-10-17","07","n"
"2023-10-17 08:00:00",,0.00,,,,"2023-10-17","08","n"
"2023-10-17 09:00:00",,0.00,,,,"2023-10-17","09","n"
"2023-10-17 10:00:00",,0.00,,,,"2023-10-17","10","n"
"2023-10-17 11:00:00",,0.00,,,,"2023-10-17","11","n"
"2023-10-17 12:00:00",,0.00,,,,"2023-10-17","12","n"
"2023-10-17 13:00:00",,0.00,,,,"2023-10-17","13","n"
"2023-10-17 14:00:00",,0.00,,,,"2023-10-17","14","n"
"2023-10-17 15:00:00",,12.39,,,,"2023-10-17","15","n"
"2023-10-17 16:00:00",,31.46,,,,"2023-10-17","16","n"
"2023-10-17 17:00:00",,48.28,,,,"2023-10-17","17","n"
"2023-10-17 18:00:00",,60.73,,,,"2023-10-17","18","n"
"2023-10-17 19:00:00",,67.84,,,,"2023-10-17","19","n"
"2023-10-17 20:00:00",,69.10,,,,"2023-10-17","20","n"
"2023-10-17 21:00:00",,64.21,,,,"2023-10-17","21","n"
"2023-10-17 22:00:00",,53.33,,,,"2023-10-17","22","n"
"2023-10-17 23:00:00",,37.63,,,,"2023-10-17","23","n"
"2023-10-18 00:00:00",,18.35,,,,"2023-10-18","00","n"
"2023-10-18 01:00:00",,0.08,,,,"2023-10-18","01","n"
"2023-10-18 02:00:00",,0.00,,,,"2023-10-18","02","n"
"2023-10-18 03:00:00",,0.00,,,,"2023-10-18","03","n"
"2023-10-18 04:00:00",,0.00,,,,"2023-10-18","04","n"
"2023-10-18 05:00:00",,0.00,,,,"2023-10-18","05","n"
"2023-10-18 06:00:00",,0.00,,,,"2023-10-18","06","n"
"2023-10-18 07:00:00",,0.00,,,,"2023-10-18","07","n"
"2023-10-18 08:00:00",,0.00,,,,"2023-10-18","08","n"
"2023-10-18 09:00:00",,0.00,,,,"2023-10-18","09","n"
"2023-10-18 10:00:00",,0.00,,,,"2023-10-18","10","n"
"2023-10-18 11:00:00",,0.00,,,,"2023-10-18","11","n"
"2023-10-18 12:00:00",,0.00,,,,"2023-10-18","12","n"
"2023-10-18 13:00:00",,0.00,,,,"2023-10-18","13","n"
"2023-10-18 14:00:00",,0.00,,,,"2023-10-18","14","n"
"2023-10-18 15:00:00",,10.57,,,,"2023-10-18","15","n"
"2023-10-18 16:00:00",,30.68,,,,"2023-10-18","16","n"
"2023-10-18 17:00:00",,46.27,,,,"2023-10-18","17","n"
"2023-10-18 18:00:00",,60.20,,,,"2023-10-18","18","n"
"2023-10-18 19:00:00",,67.35,,,,"2023-10-18","19","n"
"2023-10-18 20:00:00",,68.50,,,,"2023-10-18","20","n"
"2023-10-18 21:00:00",,63.47,,,,"2023-10-18","21","n"
"2023-10-18 22:00:00",,52.56,,,,"2023-10-18","22","n"
"2023-10-18 23:00:00",,36.86,,,,"2023-10-18","23","n"
"2023-10-19 00:00:00",,17.90,,,,"2023-10-19","00","n"
"2023-10-19 01:00:00",,0.00,,,,"2023-10-19","01","n"
"2023-10-19 02:00:00",,0.00,,,,"2023-10-19","02","n"
"2023-10-19 03:00:00",,0.00,,,,"2023-10-19","03","n"
"2023-10-19 04:00:00",,0.00,,,,"2023-10-19","04","n"
"2023-10-19 05:00:00",,0.00,,,,"2023-10-19","05","n"
"2023-10-19 06:00:00",,0.00,,,,"2023-10-19","06","n"
"2023-10-19 07:00:00",,0.00,,,,"2023-10-19","07","n"
"2023-10-19 08:00:00",,0.00,,,,"2023-10-19","08","n"
"2023-10-19 09:00:00",,0.00,,,,"2023-10-19","09","n"
"2023-10-19 10:00:00",,0.00,,,,"2023-10-19","10","n"
"2023-10-19 11:00:00",,0.00,,,,"2023-10-19","11","n"
"2023-10-19 12:00:00",,0.00,,,,"2023-10-19","12","n"
"2023-10-19 13:00:00",,0.00,,,,"2023-10-19","13","n"
"2023-10-19 14:00:00",,0.00,,,,"2023-10-19","14","n"
"2023-10-19 15:00:00",,11.71,,,,"2023-10-19","15","n"
"2023-10-19 16:00:00",,30.64,,,,"2023-10-19","16","n"
"2023-10-19 17:00:00",,47.73,,,,"2023-10-19","17","n"
"2023-10-19 18:00:00",,60.22,,,,"2023-10-19","18","n"
"2023-10-19 19:00:00",,67.39,,,,"2023-10-19","19","n"
"2023-10-19 20:00:00",,68.56,,,,"2023-10-19","20","n"
"2023-10-19 21:00:00",,63.42,,,,"2023-10-19","21","n"
"2023-10-19 22:00:00",,52.52,,,,"2023-10-19","22","n"
"2023-10-19 23:00:00",,36.70,,,,"2023-10-19","23","n"
"2023-10-20 00:00:00",,17.62,,,,"2023-10-20","00","n"
"2023-10-20 01:00:00",,0.00,,,,"2023-10-20","01","n"
"2023-10-20 02:00:00",,0.00,,,,"2023-10-20","02","n"
"2023-10-20 03:00:00",,0.00,,,,"2023-10-20","03","n"
"2023-10-20 04:00:00",,0.00,,,,"2023-10-20","04","n"
