"Date","(Observed) Incoming Shortwave (W/ft2)","(Modeled) Incoming Shortwave (W/ft2)","(Modeled) Net Shortwave (W/ft2)","(Modeled) Incoming Longwave (W/ft2)","(Modeled) Net Longwave (W/ft2)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-08-31 17:00:00",,63.15,,,,"2023-08-31","17","n"
"2023-08-31 18:00:00",,80.66,,,,"2023-08-31","18","n"
"2023-08-31 19:00:00",,83.40,,,,"2023-08-31","19","n"
"2023-08-31 20:00:00",,86.15,,,,"2023-08-31","20","n"
"2023-08-31 21:00:00",,88.89,,,,"2023-08-31","21","n"
"2023-08-31 22:00:00",,74.12,,,,"2023-08-31","22","n"
"2023-08-31 23:00:00",,59.73,,,,"2023-08-31","23","n"
"2023-09-01 00:00:00",,45.26,,,,"2023-09-01","00","n"
"2023-09-01 01:00:00",,30.23,,,,"2023-09-01","01","n"
"2023-09-01 02:00:00",,15.12,,,,"2023-09-01","02","n"
"2023-09-01 03:00:00",,0.00,,,,"2023-09-01","03","n"
"2023-09-01 04:00:00",,0.00,,,,"2023-09-01","04","n"
"2023-09-01 05:00:00",,0.00,,,,"2023-09-01","05","n"
"2023-09-01 06:00:00",,0.00,,,,"2023-09-01","06","n"
"2023-09-01 07:00:00",,0.00,,,,"2023-09-01","07","n"
"2023-09-01 08:00:00",,0.00,,,,"2023-09-01","08","n"
"2023-09-01 09:00:00",,0.00,,,,"2023-09-01","09","n"
"2023-09-01 10:00:00",,0.00,,,,"2023-09-01","10","n"
"2023-09-01 11:00:00",,0.00,,,,"2023-09-01","11","n"
"2023-09-01 12:00:00",,0.00,,,,"2023-09-01","12","n"
"2023-09-01 13:00:00",,0.00,,,,"2023-09-01","13","n"
"2023-09-01 14:00:00",,6.54,,,,"2023-09-01","14","n"
"2023-09-01 15:00:00",,26.58,,,,"2023-09-01","15","n"
"2023-09-01 16:00:00",,46.93,,,,"2023-09-01","16","n"
"2023-09-01 17:00:00",,46.86,,,,"2023-09-01","17","n"
"2023-09-01 18:00:00",,74.35,,,,"2023-09-01","18","n"
"2023-09-01 19:00:00",,66.36,,,,"2023-09-01","19","n"
"2023-09-01 20:00:00",,80.75,,,,"2023-09-01","20","n"
"2023-09-01 21:00:00",,86.16,,,,"2023-09-01","21","n"
"2023-09-01 22:00:00",,76.38,,,,"2023-09-01","22","n"
"2023-09-01 23:00:00",,62.04,,,,"2023-09-01","23","n"
"2023-09-02 00:00:00",,43.46,,,,"2023-09-02","00","n"
"2023-09-02 01:00:00",,22.53,,,,"2023-09-02","01","n"
"2023-09-02 02:00:00",,2.97,,,,"2023-09-02","02","n"
"2023-09-02 03:00:00",,0.00,,,,"2023-09-02","03","n"
"2023-09-02 04:00:00",,0.00,,,,"2023-09-02","04","n"
"2023-09-02 05:00:00",,0.00,,,,"2023-09-02","05","n"
"2023-09-02 06:00:00",,0.00,,,,"2023-09-02","06","n"
"2023-09-02 07:00:00",,0.00,,,,"2023-09-02","07","n"
"2023-09-02 08:00:00",,0.00,,,,"2023-09-02","08","n"
"2023-09-02 09:00:00",,0.00,,,,"2023-09-02","09","n"
"2023-09-02 10:00:00",,0.00,,,,"2023-09-02","10","n"
"2023-09-02 11:00:00",,0.00,,,,"2023-09-02","11","n"
"2023-09-02 12:00:00",,0.00,,,,"2023-09-02","12","n"
"2023-09-02 13:00:00",,0.00,,,,"2023-09-02","13","n"
"2023-09-02 14:00:00",,5.73,,,,"2023-09-02","14","n"
"2023-09-02 15:00:00",,20.39,,,,"2023-09-02","15","n"
"2023-09-02 16:00:00",,45.05,,,,"2023-09-02","16","n"
"2023-09-02 17:00:00",,62.82,,,,"2023-09-02","17","n"
"2023-09-02 18:00:00",,76.13,,,,"2023-09-02","18","n"
"2023-09-02 19:00:00",,56.06,,,,"2023-09-02","19","n"
"2023-09-02 20:00:00",,40.48,,,,"2023-09-02","20","n"
"2023-09-02 21:00:00",,24.23,,,,"2023-09-02","21","n"
"2023-09-02 22:00:00",,49.25,,,,"2023-09-02","22","n"
"2023-09-02 23:00:00",,32.39,,,,"2023-09-02","23","n"
"2023-09-03 00:00:00",,41.54,,,,"2023-09-03","00","n"
"2023-09-03 01:00:00",,21.43,,,,"2023-09-03","01","n"
"2023-09-03 02:00:00",,2.55,,,,"2023-09-03","02","n"
"2023-09-03 03:00:00",,0.00,,,,"2023-09-03","03","n"
"2023-09-03 04:00:00",,0.00,,,,"2023-09-03","04","n"
"2023-09-03 05:00:00",,0.00,,,,"2023-09-03","05","n"
"2023-09-03 06:00:00",,0.00,,,,"2023-09-03","06","n"
"2023-09-03 07:00:00",,0.00,,,,"2023-09-03","07","n"
"2023-09-03 08:00:00",,0.00,,,,"2023-09-03","08","n"
"2023-09-03 09:00:00",,0.00,,,,"2023-09-03","09","n"
"2023-09-03 10:00:00",,0.00,,,,"2023-09-03","10","n"
"2023-09-03 11:00:00",,0.00,,,,"2023-09-03","11","n"
"2023-09-03 12:00:00",,0.00,,,,"2023-09-03","12","n"
"2023-09-03 13:00:00",,0.00,,,,"2023-09-03","13","n"
"2023-09-03 14:00:00",,5.62,,,,"2023-09-03","14","n"
"2023-09-03 15:00:00",,24.80,,,,"2023-09-03","15","n"
"2023-09-03 16:00:00",,33.28,,,,"2023-09-03","16","n"
"2023-09-03 17:00:00",,15.97,,,,"2023-09-03","17","n"
"2023-09-03 18:00:00",,4.62,,,,"2023-09-03","18","n"
"2023-09-03 19:00:00",,73.15,,,,"2023-09-03","19","n"
"2023-09-03 20:00:00",,16.93,,,,"2023-09-03","20","n"
"2023-09-03 21:00:00",,79.12,,,,"2023-09-03","21","n"
"2023-09-03 22:00:00",,48.47,,,,"2023-09-03","22","n"
"2023-09-03 23:00:00",,7.66,,,,"2023-09-03","23","n"
"2023-09-04 00:00:00",,7.39,,,,"2023-09-04","00","n"
"2023-09-04 01:00:00",,10.15,,,,"2023-09-04","01","n"
"2023-09-04 02:00:00",,1.82,,,,"2023-09-04","02","n"
"2023-09-04 03:00:00",,0.00,,,,"2023-09-04","03","n"
"2023-09-04 04:00:00",,0.00,,,,"2023-09-04","04","n"
"2023-09-04 05:00:00",,0.00,,,,"2023-09-04","05","n"
"2023-09-04 06:00:00",,0.00,,,,"2023-09-04","06","n"
"2023-09-04 07:00:00",,0.00,,,,"2023-09-04","07","n"
"2023-09-04 08:00:00",,0.00,,,,"2023-09-04","08","n"
"2023-09-04 09:00:00",,0.00,,,,"2023-09-04","09","n"
"2023-09-04 10:00:00",,0.00,,,,"2023-09-04","10","n"
"2023-09-04 11:00:00",,0.00,,,,"2023-09-04","11","n"
"2023-09-04 12:00:00",,0.00,,,,"2023-09-04","12","n"
"2023-09-04 13:00:00",,0.00,,,,"2023-09-04","13","n"
"2023-09-04 14:00:00",,5.57,,,,"2023-09-04","14","n"
"2023-09-04 15:00:00",,24.49,,,,"2023-09-04","15","n"
"2023-09-04 16:00:00",,43.74,,,,"2023-09-04","16","n"
"2023-09-04 17:00:00",,63.38,,,,"2023-09-04","17","n"
"2023-09-04 18:00:00",,77.08,,,,"2023-09-04","18","n"
"2023-09-04 19:00:00",,85.27,,,,"2023-09-04","19","n"
"2023-09-04 20:00:00",,87.58,,,,"2023-09-04","20","n"
"2023-09-04 21:00:00",,83.95,,,,"2023-09-04","21","n"
"2023-09-04 22:00:00",,74.46,,,,"2023-09-04","22","n"
"2023-09-04 23:00:00",,59.93,,,,"2023-09-04","23","n"
"2023-09-05 00:00:00",,41.08,,,,"2023-09-05","00","n"
"2023-09-05 01:00:00",,20.60,,,,"2023-09-05","01","n"
"2023-09-05 02:00:00",,1.87,,,,"2023-09-05","02","n"
"2023-09-05 03:00:00",,0.00,,,,"2023-09-05","03","n"
"2023-09-05 04:00:00",,0.00,,,,"2023-09-05","04","n"
"2023-09-05 05:00:00",,0.00,,,,"2023-09-05","05","n"
"2023-09-05 06:00:00",,0.00,,,,"2023-09-05","06","n"
"2023-09-05 07:00:00",,0.00,,,,"2023-09-05","07","n"
"2023-09-05 08:00:00",,0.00,,,,"2023-09-05","08","n"
"2023-09-05 09:00:00",,0.00,,,,"2023-09-05","09","n"
"2023-09-05 10:00:00",,0.00,,,,"2023-09-05","10","n"
"2023-09-05 11:00:00",,0.00,,,,"2023-09-05","11","n"
"2023-09-05 12:00:00",,0.00,,,,"2023-09-05","12","n"
"2023-09-05 13:00:00",,0.00,,,,"2023-09-05","13","n"
"2023-09-05 14:00:00",,5.44,,,,"2023-09-05","14","n"
"2023-09-05 15:00:00",,25.09,,,,"2023-09-05","15","n"
"2023-09-05 16:00:00",,45.48,,,,"2023-09-05","16","n"
"2023-09-05 17:00:00",,63.24,,,,"2023-09-05","17","n"
"2023-09-05 18:00:00",,77.11,,,,"2023-09-05","18","n"
"2023-09-05 19:00:00",,85.70,,,,"2023-09-05","19","n"
"2023-09-05 20:00:00",,88.03,,,,"2023-09-05","20","n"
"2023-09-05 21:00:00",,84.38,,,,"2023-09-05","21","n"
"2023-09-05 22:00:00",,74.88,,,,"2023-09-05","22","n"
"2023-09-05 23:00:00",,59.45,,,,"2023-09-05","23","n"
"2023-09-06 00:00:00",,40.91,,,,"2023-09-06","00","n"
"2023-09-06 01:00:00",,20.47,,,,"2023-09-06","01","n"
"2023-09-06 02:00:00",,1.56,,,,"2023-09-06","02","n"
"2023-09-06 03:00:00",,0.00,,,,"2023-09-06","03","n"
"2023-09-06 04:00:00",,0.00,,,,"2023-09-06","04","n"
"2023-09-06 05:00:00",,0.00,,,,"2023-09-06","05","n"
"2023-09-06 06:00:00",,0.00,,,,"2023-09-06","06","n"
"2023-09-06 07:00:00",,0.00,,,,"2023-09-06","07","n"
"2023-09-06 08:00:00",,0.00,,,,"2023-09-06","08","n"
"2023-09-06 09:00:00",,0.00,,,,"2023-09-06","09","n"
"2023-09-06 10:00:00",,0.00,,,,"2023-09-06","10","n"
"2023-09-06 11:00:00",,0.00,,,,"2023-09-06","11","n"
"2023-09-06 12:00:00",,0.00,,,,"2023-09-06","12","n"
"2023-09-06 13:00:00",,0.00,,,,"2023-09-06","13","n"
"2023-09-06 14:00:00",,4.97,,,,"2023-09-06","14","n"
"2023-09-06 15:00:00",,24.21,,,,"2023-09-06","15","n"
"2023-09-06 16:00:00",,44.35,,,,"2023-09-06","16","n"
"2023-09-06 17:00:00",,62.22,,,,"2023-09-06","17","n"
"2023-09-06 18:00:00",,76.26,,,,"2023-09-06","18","n"
"2023-09-06 19:00:00",,84.90,,,,"2023-09-06","19","n"
"2023-09-06 20:00:00",,87.84,,,,"2023-09-06","20","n"
"2023-09-06 21:00:00",,84.02,,,,"2023-09-06","21","n"
"2023-09-06 22:00:00",,74.55,,,,"2023-09-06","22","n"
"2023-09-06 23:00:00",,59.87,,,,"2023-09-06","23","n"
"2023-09-07 00:00:00",,41.17,,,,"2023-09-07","00","n"
"2023-09-07 01:00:00",,20.41,,,,"2023-09-07","01","n"
"2023-09-07 02:00:00",,1.27,,,,"2023-09-07","02","n"
"2023-09-07 03:00:00",,0.00,,,,"2023-09-07","03","n"
"2023-09-07 04:00:00",,0.00,,,,"2023-09-07","04","n"
"2023-09-07 05:00:00",,0.00,,,,"2023-09-07","05","n"
"2023-09-07 06:00:00",,0.00,,,,"2023-09-07","06","n"
"2023-09-07 07:00:00",,0.00,,,,"2023-09-07","07","n"
"2023-09-07 08:00:00",,0.00,,,,"2023-09-07","08","n"
"2023-09-07 09:00:00",,0.00,,,,"2023-09-07","09","n"
"2023-09-07 10:00:00",,0.00,,,,"2023-09-07","10","n"
"2023-09-07 11:00:00",,0.00,,,,"2023-09-07","11","n"
"2023-09-07 12:00:00",,0.00,,,,"2023-09-07","12","n"
"2023-09-07 13:00:00",,0.00,,,,"2023-09-07","13","n"
"2023-09-07 14:00:00",,5.14,,,,"2023-09-07","14","n"
"2023-09-07 15:00:00",,25.09,,,,"2023-09-07","15","n"
"2023-09-07 16:00:00",,45.52,,,,"2023-09-07","16","n"
"2023-09-07 17:00:00",,63.56,,,,"2023-09-07","17","n"
"2023-09-07 18:00:00",,77.43,,,,"2023-09-07","18","n"
"2023-09-07 19:00:00",,85.90,,,,"2023-09-07","19","n"
"2023-09-07 20:00:00",,88.90,,,,"2023-09-07","20","n"
"2023-09-07 21:00:00",,85.26,,,,"2023-09-07","21","n"
"2023-09-07 22:00:00",,75.36,,,,"2023-09-07","22","n"
"2023-09-07 23:00:00",,60.32,,,,"2023-09-07","23","n"
"2023-09-08 00:00:00",,41.32,,,,"2023-09-08","00","n"
"2023-09-08 01:00:00",,20.13,,,,"2023-09-08","01","n"
"2023-09-08 02:00:00",,0.99,,,,"2023-09-08","02","n"
"2023-09-08 03:00:00",,0.00,,,,"2023-09-08","03","n"
"2023-09-08 04:00:00",,0.00,,,,"2023-09-08","04","n"
"2023-09-08 05:00:00",,0.00,,,,"2023-09-08","05","n"
"2023-09-08 06:00:00",,0.00,,,,"2023-09-08","06","n"
"2023-09-08 07:00:00",,0.00,,,,"2023-09-08","07","n"
"2023-09-08 08:00:00",,0.00,,,,"2023-09-08","08","n"
"2023-09-08 09:00:00",,0.00,,,,"2023-09-08","09","n"
"2023-09-08 10:00:00",,0.00,,,,"2023-09-08","10","n"
"2023-09-08 11:00:00",,0.00,,,,"2023-09-08","11","n"
"2023-09-08 12:00:00",,0.00,,,,"2023-09-08","12","n"
"2023-09-08 13:00:00",,0.00,,,,"2023-09-08","13","n"
"2023-09-08 14:00:00",,4.98,,,,"2023-09-08","14","n"
"2023-09-08 15:00:00",,23.92,,,,"2023-09-08","15","n"
"2023-09-08 16:00:00",,45.84,,,,"2023-09-08","16","n"
"2023-09-08 17:00:00",,63.69,,,,"2023-09-08","17","n"
"2023-09-08 18:00:00",,77.00,,,,"2023-09-08","18","n"
"2023-09-08 19:00:00",,85.29,,,,"2023-09-08","19","n"
"2023-09-08 20:00:00",,87.85,,,,"2023-09-08","20","n"
"2023-09-08 21:00:00",,84.61,,,,"2023-09-08","21","n"
"2023-09-08 22:00:00",,74.57,,,,"2023-09-08","22","n"
"2023-09-08 23:00:00",,59.25,,,,"2023-09-08","23","n"
"2023-09-09 00:00:00",,40.53,,,,"2023-09-09","00","n"
"2023-09-09 01:00:00",,19.49,,,,"2023-09-09","01","n"
"2023-09-09 02:00:00",,0.19,,,,"2023-09-09","02","n"
"2023-09-09 03:00:00",,0.00,,,,"2023-09-09","03","n"
"2023-09-09 04:00:00",,0.00,,,,"2023-09-09","04","n"
"2023-09-09 05:00:00",,0.00,,,,"2023-09-09","05","n"
"2023-09-09 06:00:00",,0.00,,,,"2023-09-09","06","n"
"2023-09-09 07:00:00",,0.00,,,,"2023-09-09","07","n"
"2023-09-09 08:00:00",,0.00,,,,"2023-09-09","08","n"
"2023-09-09 09:00:00",,0.00,,,,"2023-09-09","09","n"
"2023-09-09 10:00:00",,0.00,,,,"2023-09-09","10","n"
"2023-09-09 11:00:00",,0.00,,,,"2023-09-09","11","n"
"2023-09-09 12:00:00",,0.00,,,,"2023-09-09","12","n"
"2023-09-09 13:00:00",,0.00,,,,"2023-09-09","13","n"
"2023-09-09 14:00:00",,4.30,,,,"2023-09-09","14","n"
"2023-09-09 15:00:00",,22.50,,,,"2023-09-09","15","n"
"2023-09-09 16:00:00",,42.31,,,,"2023-09-09","16","n"
"2023-09-09 17:00:00",,33.04,,,,"2023-09-09","17","n"
"2023-09-09 18:00:00",,37.75,,,,"2023-09-09","18","n"
"2023-09-09 19:00:00",,0.89,,,,"2023-09-09","19","n"
"2023-09-09 20:00:00",,5.52,,,,"2023-09-09","20","n"
"2023-09-09 21:00:00",,79.83,,,,"2023-09-09","21","n"
"2023-09-09 22:00:00",,62.87,,,,"2023-09-09","22","n"
"2023-09-09 23:00:00",,55.77,,,,"2023-09-09","23","n"
"2023-09-10 00:00:00",,16.36,,,,"2023-09-10","00","n"
"2023-09-10 01:00:00",,6.25,,,,"2023-09-10","01","n"
"2023-09-10 02:00:00",,0.00,,,,"2023-09-10","02","n"
"2023-09-10 03:00:00",,0.00,,,,"2023-09-10","03","n"
"2023-09-10 04:00:00",,0.00,,,,"2023-09-10","04","n"
"2023-09-10 05:00:00",,0.00,,,,"2023-09-10","05","n"
"2023-09-10 06:00:00",,0.00,,,,"2023-09-10","06","n"
"2023-09-10 07:00:00",,0.00,,,,"2023-09-10","07","n"
"2023-09-10 08:00:00",,0.00,,,,"2023-09-10","08","n"
"2023-09-10 09:00:00",,0.00,,,,"2023-09-10","09","n"
"2023-09-10 10:00:00",,0.00,,,,"2023-09-10","10","n"
"2023-09-10 11:00:00",,0.00,,,,"2023-09-10","11","n"
"2023-09-10 12:00:00",,0.00,,,,"2023-09-10","12","n"
"2023-09-10 13:00:00",,0.00,,,,"2023-09-10","13","n"
"2023-09-10 14:00:00",,4.05,,,,"2023-09-10","14","n"
"2023-09-10 15:00:00",,22.80,,,,"2023-09-10","15","n"
"2023-09-10 16:00:00",,42.53,,,,"2023-09-10","16","n"
"2023-09-10 17:00:00",,59.92,,,,"2023-09-10","17","n"
"2023-09-10 18:00:00",,73.19,,,,"2023-09-10","18","n"
"2023-09-10 19:00:00",,81.13,,,,"2023-09-10","19","n"
"2023-09-10 20:00:00",,78.07,,,,"2023-09-10","20","n"
"2023-09-10 21:00:00",,79.18,,,,"2023-09-10","21","n"
"2023-09-10 22:00:00",,64.01,,,,"2023-09-10","22","n"
"2023-09-10 23:00:00",,39.60,,,,"2023-09-10","23","n"
"2023-09-11 00:00:00",,18.18,,,,"2023-09-11","00","n"
"2023-09-11 01:00:00",,12.21,,,,"2023-09-11","01","n"
"2023-09-11 02:00:00",,0.00,,,,"2023-09-11","02","n"
"2023-09-11 03:00:00",,0.00,,,,"2023-09-11","03","n"
"2023-09-11 04:00:00",,0.00,,,,"2023-09-11","04","n"
"2023-09-11 05:00:00",,0.00,,,,"2023-09-11","05","n"
"2023-09-11 06:00:00",,0.00,,,,"2023-09-11","06","n"
"2023-09-11 07:00:00",,0.00,,,,"2023-09-11","07","n"
"2023-09-11 08:00:00",,0.00,,,,"2023-09-11","08","n"
"2023-09-11 09:00:00",,0.00,,,,"2023-09-11","09","n"
"2023-09-11 10:00:00",,0.00,,,,"2023-09-11","10","n"
"2023-09-11 11:00:00",,0.00,,,,"2023-09-11","11","n"
"2023-09-11 12:00:00",,0.00,,,,"2023-09-11","12","n"
"2023-09-11 13:00:00",,0.00,,,,"2023-09-11","13","n"
"2023-09-11 14:00:00",,3.61,,,,"2023-09-11","14","n"
"2023-09-11 15:00:00",,21.81,,,,"2023-09-11","15","n"
"2023-09-11 16:00:00",,42.18,,,,"2023-09-11","16","n"
"2023-09-11 17:00:00",,60.61,,,,"2023-09-11","17","n"
"2023-09-11 18:00:00",,74.32,,,,"2023-09-11","18","n"
"2023-09-11 19:00:00",,82.68,,,,"2023-09-11","19","n"
"2023-09-11 20:00:00",,77.65,,,,"2023-09-11","20","n"
"2023-09-11 21:00:00",,81.14,,,,"2023-09-11","21","n"
"2023-09-11 22:00:00",,71.51,,,,"2023-09-11","22","n"
"2023-09-11 23:00:00",,33.60,,,,"2023-09-11","23","n"
"2023-09-12 00:00:00",,18.08,,,,"2023-09-12","00","n"
"2023-09-12 01:00:00",,5.17,,,,"2023-09-12","01","n"
"2023-09-12 02:00:00",,0.00,,,,"2023-09-12","02","n"
"2023-09-12 03:00:00",,0.00,,,,"2023-09-12","03","n"
"2023-09-12 04:00:00",,0.00,,,,"2023-09-12","04","n"
"2023-09-12 05:00:00",,0.00,,,,"2023-09-12","05","n"
"2023-09-12 06:00:00",,0.00,,,,"2023-09-12","06","n"
"2023-09-12 07:00:00",,0.00,,,,"2023-09-12","07","n"
"2023-09-12 08:00:00",,0.00,,,,"2023-09-12","08","n"
"2023-09-12 09:00:00",,0.00,,,,"2023-09-12","09","n"
"2023-09-12 10:00:00",,0.00,,,,"2023-09-12","10","n"
"2023-09-12 11:00:00",,0.00,,,,"2023-09-12","11","n"
"2023-09-12 12:00:00",,0.00,,,,"2023-09-12","12","n"
"2023-09-12 13:00:00",,0.00,,,,"2023-09-12","13","n"
"2023-09-12 14:00:00",,3.62,,,,"2023-09-12","14","n"
"2023-09-12 15:00:00",,22.09,,,,"2023-09-12","15","n"
"2023-09-12 16:00:00",,42.05,,,,"2023-09-12","16","n"
"2023-09-12 17:00:00",,60.07,,,,"2023-09-12","17","n"
"2023-09-12 18:00:00",,73.78,,,,"2023-09-12","18","n"
"2023-09-12 19:00:00",,82.40,,,,"2023-09-12","19","n"
"2023-09-12 20:00:00",,85.13,,,,"2023-09-12","20","n"
"2023-09-12 21:00:00",,81.34,,,,"2023-09-12","21","n"
"2023-09-12 22:00:00",,71.49,,,,"2023-09-12","22","n"
"2023-09-12 23:00:00",,56.34,,,,"2023-09-12","23","n"
"2023-09-13 00:00:00",,37.37,,,,"2023-09-13","00","n"
"2023-09-13 01:00:00",,14.38,,,,"2023-09-13","01","n"
"2023-09-13 02:00:00",,0.00,,,,"2023-09-13","02","n"
"2023-09-13 03:00:00",,0.00,,,,"2023-09-13","03","n"
"2023-09-13 04:00:00",,0.00,,,,"2023-09-13","04","n"
"2023-09-13 05:00:00",,0.00,,,,"2023-09-13","05","n"
"2023-09-13 06:00:00",,0.00,,,,"2023-09-13","06","n"
"2023-09-13 07:00:00",,0.00,,,,"2023-09-13","07","n"
"2023-09-13 08:00:00",,0.00,,,,"2023-09-13","08","n"
"2023-09-13 09:00:00",,0.00,,,,"2023-09-13","09","n"
"2023-09-13 10:00:00",,0.00,,,,"2023-09-13","10","n"
"2023-09-13 11:00:00",,0.00,,,,"2023-09-13","11","n"
"2023-09-13 12:00:00",,0.00,,,,"2023-09-13","12","n"
"2023-09-13 13:00:00",,0.00,,,,"2023-09-13","13","n"
"2023-09-13 14:00:00",,3.40,,,,"2023-09-13","14","n"
"2023-09-13 15:00:00",,21.90,,,,"2023-09-13","15","n"
"2023-09-13 16:00:00",,41.77,,,,"2023-09-13","16","n"
"2023-09-13 17:00:00",,59.45,,,,"2023-09-13","17","n"
"2023-09-13 18:00:00",,72.97,,,,"2023-09-13","18","n"
"2023-09-13 19:00:00",,81.46,,,,"2023-09-13","19","n"
"2023-09-13 20:00:00",,83.77,,,,"2023-09-13","20","n"
"2023-09-13 21:00:00",,80.10,,,,"2023-09-13","21","n"
"2023-09-13 22:00:00",,70.17,,,,"2023-09-13","22","n"
"2023-09-13 23:00:00",,46.31,,,,"2023-09-13","23","n"
"2023-09-14 00:00:00",,9.67,,,,"2023-09-14","00","n"
"2023-09-14 01:00:00",,5.00,,,,"2023-09-14","01","n"
"2023-09-14 02:00:00",,0.00,,,,"2023-09-14","02","n"
"2023-09-14 03:00:00",,0.00,,,,"2023-09-14","03","n"
"2023-09-14 04:00:00",,0.00,,,,"2023-09-14","04","n"
"2023-09-14 05:00:00",,0.00,,,,"2023-09-14","05","n"
"2023-09-14 06:00:00",,0.00,,,,"2023-09-14","06","n"
"2023-09-14 07:00:00",,0.00,,,,"2023-09-14","07","n"
"2023-09-14 08:00:00",,0.00,,,,"2023-09-14","08","n"
"2023-09-14 09:00:00",,0.00,,,,"2023-09-14","09","n"
"2023-09-14 10:00:00",,0.00,,,,"2023-09-14","10","n"
"2023-09-14 11:00:00",,0.00,,,,"2023-09-14","11","n"
"2023-09-14 12:00:00",,0.00,,,,"2023-09-14","12","n"
"2023-09-14 13:00:00",,0.00,,,,"2023-09-14","13","n"
"2023-09-14 14:00:00",,3.23,,,,"2023-09-14","14","n"
"2023-09-14 15:00:00",,21.69,,,,"2023-09-14","15","n"
"2023-09-14 16:00:00",,41.66,,,,"2023-09-14","16","n"
"2023-09-14 17:00:00",,59.50,,,,"2023-09-14","17","n"
"2023-09-14 18:00:00",,72.89,,,,"2023-09-14","18","n"
"2023-09-14 19:00:00",,80.97,,,,"2023-09-14","19","n"
"2023-09-14 20:00:00",,83.25,,,,"2023-09-14","20","n"
"2023-09-14 21:00:00",,79.25,,,,"2023-09-14","21","n"
"2023-09-14 22:00:00",,69.77,,,,"2023-09-14","22","n"
"2023-09-14 23:00:00",,55.08,,,,"2023-09-14","23","n"
"2023-09-15 00:00:00",,36.27,,,,"2023-09-15","00","n"
"2023-09-15 01:00:00",,15.47,,,,"2023-09-15","01","n"
"2023-09-15 02:00:00",,0.00,,,,"2023-09-15","02","n"
"2023-09-15 03:00:00",,0.00,,,,"2023-09-15","03","n"
"2023-09-15 04:00:00",,0.00,,,,"2023-09-15","04","n"
"2023-09-15 05:00:00",,0.00,,,,"2023-09-15","05","n"
"2023-09-15 06:00:00",,0.00,,,,"2023-09-15","06","n"
"2023-09-15 07:00:00",,0.00,,,,"2023-09-15","07","n"
"2023-09-15 08:00:00",,0.00,,,,"2023-09-15","08","n"
"2023-09-15 09:00:00",,0.00,,,,"2023-09-15","09","n"
"2023-09-15 10:00:00",,0.00,,,,"2023-09-15","10","n"
"2023-09-15 11:00:00",,0.00,,,,"2023-09-15","11","n"
"2023-09-15 12:00:00",,0.00,,,,"2023-09-15","12","n"
"2023-09-15 13:00:00",,0.00,,,,"2023-09-15","13","n"
"2023-09-15 14:00:00",,3.14,,,,"2023-09-15","14","n"
"2023-09-15 15:00:00",,22.24,,,,"2023-09-15","15","n"
"2023-09-15 16:00:00",,42.34,,,,"2023-09-15","16","n"
"2023-09-15 17:00:00",,60.15,,,,"2023-09-15","17","n"
"2023-09-15 18:00:00",,73.64,,,,"2023-09-15","18","n"
"2023-09-15 19:00:00",,81.94,,,,"2023-09-15","19","n"
"2023-09-15 20:00:00",,84.45,,,,"2023-09-15","20","n"
"2023-09-15 21:00:00",,81.10,,,,"2023-09-15","21","n"
"2023-09-15 22:00:00",,71.00,,,,"2023-09-15","22","n"
"2023-09-15 23:00:00",,55.56,,,,"2023-09-15","23","n"
"2023-09-16 00:00:00",,36.37,,,,"2023-09-16","00","n"
"2023-09-16 01:00:00",,15.31,,,,"2023-09-16","01","n"
"2023-09-16 02:00:00",,0.00,,,,"2023-09-16","02","n"
"2023-09-16 03:00:00",,0.00,,,,"2023-09-16","03","n"
"2023-09-16 04:00:00",,0.00,,,,"2023-09-16","04","n"
"2023-09-16 05:00:00",,0.00,,,,"2023-09-16","05","n"
"2023-09-16 06:00:00",,0.00,,,,"2023-09-16","06","n"
"2023-09-16 07:00:00",,0.00,,,,"2023-09-16","07","n"
"2023-09-16 08:00:00",,0.00,,,,"2023-09-16","08","n"
"2023-09-16 09:00:00",,0.00,,,,"2023-09-16","09","n"
"2023-09-16 10:00:00",,0.00,,,,"2023-09-16","10","n"
"2023-09-16 11:00:00",,0.00,,,,"2023-09-16","11","n"
"2023-09-16 12:00:00",,0.00,,,,"2023-09-16","12","n"
"2023-09-16 13:00:00",,0.00,,,,"2023-09-16","13","n"
"2023-09-16 14:00:00",,2.66,,,,"2023-09-16","14","n"
"2023-09-16 15:00:00",,14.18,,,,"2023-09-16","15","n"
"2023-09-16 16:00:00",,34.53,,,,"2023-09-16","16","n"
"2023-09-16 17:00:00",,59.02,,,,"2023-09-16","17","n"
"2023-09-16 18:00:00",,72.73,,,,"2023-09-16","18","n"
"2023-09-16 19:00:00",,80.78,,,,"2023-09-16","19","n"
"2023-09-16 20:00:00",,82.73,,,,"2023-09-16","20","n"
"2023-09-16 21:00:00",,78.78,,,,"2023-09-16","21","n"
"2023-09-16 22:00:00",,68.92,,,,"2023-09-16","22","n"
"2023-09-16 23:00:00",,54.20,,,,"2023-09-16","23","n"
"2023-09-17 00:00:00",,35.23,,,,"2023-09-17","00","n"
"2023-09-17 01:00:00",,14.50,,,,"2023-09-17","01","n"
"2023-09-17 02:00:00",,0.00,,,,"2023-09-17","02","n"
"2023-09-17 03:00:00",,0.00,,,,"2023-09-17","03","n"
"2023-09-17 04:00:00",,0.00,,,,"2023-09-17","04","n"
